Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1339,Shanghai Noon,99274467,56937502,42336965,2000.csv,2000,0.5735362145031713,0.42646378549682873
1340,Nacho Libre,99255460,80197993,19057467,2006.csv,2006,0.8079957817937673,0.19200421820623267
1341,Blue Jasmine,99104804,33405481,65699323,2013.csv,2013,0.3370722674553698,0.6629277325446302
1342,Ode to My Father,99085291,2300121,96785170,2014.csv,2014,0.023213546398122804,0.9767864536018772
1343,Justin Bieber: Never Say Never,99036827,73013910,26022917,2011.csv,2011,0.7372399965923787,0.2627600034076213
1344,Young Detective Dee: Rise of the Sea Dragon,98774891,87783,98687108,2013.csv,2013,0.0008887177612780155,0.999111282238722
1345,Spotlight,98690254,45055776,53634478,2015.csv,2015,0.45653723821604514,0.5434627617839549
1346,Umizaru 3: The Last Message,98663381,0,98663381,2010.csv,2010,0.0,1.0
1347,Devil and Angel,98599942,131058,98468884,2015.csv,2015,0.0013291894228497619,0.9986708105771502
1348,The Visit,98450062,65206105,33243957,2015.csv,2015,0.6623267032579421,0.3376732967420579
1349,Crash,98410061,54580300,43829761,2005.csv,2005,0.5546211377716757,0.4453788622283244
1350,Evolution,98376292,38345494,60030798,2001.csv,2001,0.38978389224102894,0.6102161077589711
1351,Riddick,98337295,42025135,56312160,2013.csv,2013,0.4273570368190421,0.572642963180958
1352,Deep Sea,98230905,46412757,51818148,2006.csv,2006,0.47248630153616117,0.5275136984638389
1353,Alpha,98203196,35857181,62346015,2018.csv,2018,0.36513252582940375,0.6348674741705962
1354,Killers,98159963,47059963,51100000,2010.csv,2010,0.4794211566685289,0.5205788433314711
1355,Once Upon a Time in Mexico,98096026,56359780,41736246,2003.csv,2003,0.5745368318997958,0.4254631681002042
1356,Paul,97984015,37412945,60571070,2011.csv,2011,0.3818270255612612,0.6181729744387388
1357,Along With the Gods: The Last 49 Days,97962238,1200246,96761992,2018.csv,2018,0.012252129233715547,0.9877478707662845
1358,Are We There Yet?,97918663,82674398,15244265,2005.csv,2005,0.8443170634386623,0.15568293656133764
1359,Fred Claus,97838349,72006777,25831572,2007.csv,2007,0.7359770247145114,0.2640229752854885
1360,Phone Booth,97837138,46566212,51270926,2003.csv,2003,0.4759564001146477,0.5240435998853523
1361,I Am Sam,97818139,40311852,57506287,2001.csv,2001,0.4121101915463757,0.5878898084536244
1362,A Simple Favor,97644617,53548586,44096031,2018.csv,2018,0.5484028474401206,0.4515971525598795
1363,Safe Haven,97594140,71349120,26245020,2013.csv,2013,0.7310799603336839,0.26892003966631606
1364,The Little Prince,97571250,1339152,96232098,2015.csv,2015,0.013724862600407395,0.9862751373995926
1365,Evil Dead,97542952,54239856,43303096,2013.csv,2013,0.5560612518677925,0.44393874813220746
1366,42,97470701,95020213,2450488,2013.csv,2013,0.9748592348792074,0.025140765120792555
1367,Scream 4,97138686,38180928,58957758,2011.csv,2011,0.39305584183010256,0.6069441581698974
1368,Jarhead,97076152,62658220,34417932,2005.csv,2005,0.6454543027210226,0.35454569727897745
1369,Legend of the Demon Cat,97051623,0,97051623,2017.csv,2017,0.0,1.0
1370,Enemy at the Gates,96976270,51401758,45574512,2001.csv,2001,0.530044700626246,0.469955299373754
1371,The Shack,96942115,57386418,39555697,2017.csv,2017,0.5919658138261168,0.40803418617388326
1372,Boonie Bears: The Big Shrink,96845907,0,96845907,2018.csv,2018,0.0,1.0
1373,Old Dogs,96753696,49492060,47261636,2009.csv,2009,0.5115262986956075,0.48847370130439255
1374,The Butterfly Effect,96693417,57938693,38754724,2004.csv,2004,0.5991999744925759,0.40080002550742416
1375,Christmas with the Kranks,96572480,73780539,22791941,2004.csv,2004,0.7639913461888935,0.23600865381110644
1376,The Rite,96560591,33047633,63512958,2011.csv,2011,0.34224762563849676,0.6577523743615032
1377,13 Going on 30,96455697,57231747,39223950,2004.csv,2004,0.5933475033620875,0.4066524966379124
1378,Vicky Cristina Barcelona,96409300,23216709,73192591,2008.csv,2008,0.24081399823461014,0.7591860017653899
1379,Contraband,96262212,66528000,29734212,2012.csv,2012,0.6911123131057907,0.3088876868942093
1380,Red Eye,96258201,57891803,38366398,2005.csv,2005,0.6014220336405415,0.3985779663594586
1381,Kick-Ass,96188903,48071303,48117600,2010.csv,2010,0.4997593433413,0.5002406566587
1382,The Tigger Movie,96159800,45554533,50605267,2000.csv,2000,0.4737378093548448,0.5262621906451552
1383,Assassination,96119773,1904682,94215091,2015.csv,2015,0.019815714712518098,0.9801842852874819
1384,The Manchurian Candidate,96105910,65955630,30150280,2004.csv,2004,0.6862806876288877,0.3137193123711122
1385,The 6th Day,96085477,34604280,61481197,2000.csv,2000,0.36014058607420973,0.6398594139257903
1386,Think Like a Man,96070507,91547205,4523302,2012.csv,2012,0.9529168509540602,0.04708314904593977
1387,Dolphin Tale,95932565,72286779,23645786,2011.csv,2011,0.7535165874069978,0.2464834125930022
1388,The Favourite,95918706,34366783,61551923,2018.csv,2018,0.35829072798375744,0.6417092720162426
1389,TMNT,95797812,54149098,41648714,2007.csv,2007,0.5652435777969542,0.4347564222030457
1390,Be Cool,95763716,56046979,39716737,2005.csv,2005,0.5852632013569733,0.41473679864302676
1391,Qing sheng,95721752,100026,95621726,2016.csv,2016,0.0010449662475881135,0.9989550337524119
1392,My Sister's Keeper,95714875,49200230,46514645,2009.csv,2009,0.5140290890000118,0.48597091099998824
1393,Underworld,95708457,51970690,43737767,2003.csv,2003,0.5430104259229673,0.4569895740770327
1394,Shooter,95696996,47003582,48693414,2007.csv,2007,0.49117092452933425,0.5088290754706658
1395,The New King of Comedy,95618308,0,95618308,2019.csv,2019,0.0,1.0
1396,Detective Conan: The Scarlet Bullet,95580715,0,95580715,2021.csv,2021,0.0,1.0
1397,Poltergeist,95437994,47425125,48012869,2015.csv,2015,0.49692080703205055,0.5030791929679495
1398,The Mortal Instruments: City of Bones,95396573,31165421,64231152,2013.csv,2013,0.32669329746258285,0.6733067025374172
1399,Truth or Dare,95330493,41411015,53919478,2018.csv,2018,0.43439421843753606,0.565605781562464
1400,Rush,95224595,26947624,68276971,2013.csv,2013,0.28299016656358583,0.7170098334364142
1401,40 Days and 40 Nights,95146283,37950822,57195461,2002.csv,2002,0.3988681512655623,0.6011318487344377
1402,The Hustle,95017038,35417038,59600000,2019.csv,2019,0.3727440756467277,0.6272559243532723
1403,Adoring,94975692,0,94975692,2019.csv,2019,0.0,1.0
1404,The Guardian,94973540,55011732,39961808,2006.csv,2006,0.5792321945670341,0.4207678054329659
1405,Changing Lanes,94935764,66818548,28117216,2002.csv,2002,0.7038290438153528,0.2961709561846471
1406,Green Zone,94882549,35053660,59828889,2009.csv,2009,0.36944264640276475,0.6305573535972353
1407,Kill Mobile,94870905,0,94870905,2018.csv,2018,0.0,1.0
1408,The Wedding Planner,94728529,60400856,34327673,2001.csv,2001,0.6376205419594344,0.3623794580405656
1409,I Feel Pretty,94539426,48795601,45743825,2018.csv,2018,0.5161402291568811,0.48385977084311893
1410,Veteran,94393020,1200627,93192393,2015.csv,2015,0.01271944684045494,0.9872805531595451
1411,Masquerade,94268432,922921,93345511,2012.csv,2012,0.009790350602203715,0.9902096493977963
1412,Police Story: Lockdown,94249025,0,94249025,2013.csv,2013,0.0,1.0
1413,Fleet of Time,94244191,569280,93674911,2014.csv,2014,0.006040478399353017,0.9939595216006469
1414,Dirty Grandpa,94073028,35593113,58479915,2016.csv,2016,0.378356195784407,0.6216438042155931
1415,Ben-Hur,94061311,26410477,67650834,2016.csv,2016,0.2807793844166174,0.7192206155833827
1416,Blockers,94017294,60311495,33705799,2018.csv,2018,0.6414936277574634,0.35850637224253656
1417,The Skeleton Key,93983911,47907715,46076196,2005.csv,2005,0.5097437900833899,0.49025620991661006
1418,Syriana,93974620,50824620,43150000,2005.csv,2005,0.540833471845909,0.459166528154091
1419,Speed Racer,93945766,43945766,50000000,2008.csv,2008,0.46777803695804665,0.5322219630419533
1420,In the Heart of the Sea,93920758,25020758,68900000,2015.csv,2015,0.26640285420183685,0.7335971457981632
1421,The Man from Macau,93864936,0,93864936,2014.csv,2014,0.0,1.0
1422,Rien à déclarer,93811164,0,93811164,2011.csv,2011,0.0,1.0
1423,Kill Zone 2,93638358,11998,93626360,2015.csv,2015,0.00012813125151126635,0.9998718687484888
1424,The Lovely Bones,93621340,44114232,49507108,2009.csv,2009,0.47119846821248235,0.5288015317875177
1425,The Internship,93492844,44672764,48820080,2013.csv,2013,0.4778201420421011,0.5221798579578989
1426,BlacKkKlansman,93400823,49275340,44125483,2018.csv,2018,0.5275685847008008,0.47243141529919924
1427,Calendar Girls,93400759,31041759,62359000,2003.csv,2003,0.3323501792956522,0.6676498207043479
1428,Goosebumps 2: Haunted Halloween,93320380,46700633,46619747,2018.csv,2018,0.5004333780038187,0.49956662199618135
1429,Money Monster,93282604,41012075,52270529,2016.csv,2016,0.43965405382551287,0.5603459461744872
1430,Nanny McPhee Returns,93251121,29011215,64239906,2010.csv,2010,0.3111084852266816,0.6888915147733183
1431,Michael Clayton,92991835,49033882,43957953,2007.csv,2007,0.5272923370100181,0.47270766298998185
1432,Secret Window,92913171,48022900,44890271,2004.csv,2004,0.5168578306298469,0.48314216937015314
1433,The Family Stone,92884429,60062868,32821561,2005.csv,2005,0.646640870236711,0.353359129763289
1434,House of Flying Daggers,92863945,11050094,81813851,2004.csv,2004,0.11899229566437222,0.8810077043356278
1435,Train to Busan,92742323,2129768,90612555,2016.csv,2016,0.022964359001445327,0.9770356409985547
1436,Role Models,92649419,67294270,25355149,2008.csv,2008,0.7263323475347427,0.2736676524652572
1437,No Reservations,92601050,43107979,49493071,2007.csv,2007,0.4655236522696017,0.5344763477303983
1438,Four Brothers,92374674,74494381,17880293,2005.csv,2005,0.806437281716415,0.19356271828358496
1439,Evangelion: 3.0+1.01 Thrice Upon a Time,92246218,0,92246218,2021.csv,2021,0.0,1.0
1440,Downfall,92181574,5509040,86672534,2004.csv,2004,0.059762919648128375,0.9402370803518716
1441,Underworld: Rise of the Lycans,92158961,45802315,46356646,2009.csv,2009,0.4969925279431047,0.5030074720568952
1442,Fracture,92011561,39015018,52996543,2007.csv,2007,0.42402299858818826,0.5759770014118117
1443,"I Love You, Man",91980359,71440011,20540348,2009.csv,2009,0.7766876730715957,0.22331232692840436
1444,Southpaw,91970827,52421953,39548874,2015.csv,2015,0.5699845778270538,0.4300154221729462
1445,Brave Hearts: Umizaru,91884352,0,91884352,2012.csv,2012,0.0,1.0
1446,End Game,91824961,23149,91801812,2021.csv,2021,0.00025209920862367697,0.9997479007913763
1447,Behind Enemy Lines,91753202,58856790,32896412,2001.csv,2001,0.6414685124558378,0.3585314875441622
1448,Get Him to the Greek,91720255,60974475,30745780,2010.csv,2010,0.6647874561622185,0.33521254383778154
1449,Shadow,91708374,521396,91186978,2018.csv,2018,0.005685369582498541,0.9943146304175015
1450,Season of the Witch,91627228,24827228,66800000,2011.csv,2011,0.2709590647007241,0.7290409352992759
1451,Crawl,91542097,39014193,52527904,2019.csv,2019,0.4261885436161682,0.5738114563838318
1452,Five Feet Apart,91522094,45729221,45792873,2019.csv,2019,0.49965225883052894,0.500347741169471
1453,Friday the 13th,91509154,65002019,26507135,2009.csv,2009,0.7103335148306583,0.2896664851693416
1454,Rambo: Last Blood,91490353,44819352,46671001,2019.csv,2019,0.4898806325514997,0.5101193674485003
1455,Overboard,91244913,50316123,40928790,2018.csv,2018,0.551440308787406,0.448559691212594
1456,White Noise,91196419,56386759,34809660,2005.csv,2005,0.6183001440001717,0.38169985599982825
1457,Romeo Must Die,91036760,55973336,35063424,2000.csv,2000,0.6148432347548397,0.3851567652451603
1458,Final Destination 2,90941129,46961214,43979915,2003.csv,2003,0.5163913678705264,0.4836086321294736
1459,Paranormal Activity: The Marked Ones,90894962,32462372,58432590,2014.csv,2014,0.35714159823291414,0.6428584017670859
1460,Fantasia 2000,90874570,60655420,30219150,2000.csv,2000,0.667463075753756,0.33253692424624404
1461,Drag Me to Hell,90842646,42100625,48742021,2009.csv,2009,0.4634456046117371,0.5365543953882629
1462,Racing Stripes,90754475,49772522,40981953,2005.csv,2005,0.5484304988817356,0.45156950111826444
1463,Autumn in New York,90726668,37761915,52964753,2000.csv,2000,0.4162162662030088,0.5837837337969912
1464,Anchorman: The Legend of Ron Burgundy,90649730,85288303,5361427,2004.csv,2004,0.9408555657032845,0.0591444342967155
1465,My Big Fat Greek Wedding 2,90632641,59689605,30943036,2016.csv,2016,0.6585883887020351,0.34141161129796493
1466,Madea Goes to Jail,90508336,90508336,0,2009.csv,2009,1.0,0.0
1467,Sherlock Gnomes,90497778,43242871,47254907,2018.csv,2018,0.4778335110062039,0.522166488993796
1468,Bring It On,90449929,68379000,22070929,2000.csv,2000,0.7559873264245459,0.24401267357545411
1469,Bedazzled,90383208,37886980,52496228,2000.csv,2000,0.4191816249761792,0.5808183750238208
1470,Jojo Rabbit,90335025,33370906,56964119,2019.csv,2019,0.369412705647671,0.630587294352329
1471,Red Riding Hood,90260376,37662162,52598214,2011.csv,2011,0.4172613019028416,0.5827386980971584
1472,Identity,90259536,52159536,38100000,2003.csv,2003,0.5778839368285695,0.42211606317143047
1473,Old,90112510,48242510,41870000,2021.csv,2021,0.5353586311157019,0.4646413688842981
1474,Detective Dee: The Four Heavenly Kings,90040771,262963,89777808,2018.csv,2018,0.0029204880975530517,0.9970795119024469
1475,Sucker Punch,89792502,36392502,53400000,2011.csv,2011,0.4052955557469598,0.5947044442530401
1476,Burlesque,89519773,39440655,50079118,2010.csv,2010,0.4405803732321797,0.5594196267678203
1477,The Hundred-Foot Journey,89514453,54240821,35273632,2014.csv,2014,0.6059448411085079,0.39405515889149206
1478,The Host,89431890,2201923,87229967,2006.csv,2006,0.024621228512558553,0.9753787714874415
1479,The Purge,89328627,64473115,24855512,2013.csv,2013,0.7217519978226017,0.2782480021773983
1480,The Last Song,89137047,62950384,26186663,2010.csv,2010,0.7062202094265025,0.29377979057349746
1481,Transporter 2,89083229,43095856,45987373,2005.csv,2005,0.4837706994208753,0.5162293005791248
1482,Rumor Has It...,88933562,43000262,45933300,2005.csv,2005,0.4835099486963088,0.5164900513036912
1483,Kangaroo Jack,88929111,66934963,21994148,2003.csv,2003,0.7526777480098727,0.24732225199012728
1484,The Inbetweeners,88823111,36000,88787111,2011.csv,2011,0.00040529992244923735,0.9995947000775508
1485,Collateral Beauty,88528280,31016021,57512259,2016.csv,2016,0.350351559976089,0.649648440023911
1486,Shanghai Knights,88323487,60476872,27846615,2003.csv,2003,0.6847201582971922,0.31527984170280776
1487,Line Walker,88228755,0,88228755,2016.csv,2016,0.0,1.0
1488,This Is 40,88215156,67544505,20670651,2012.csv,2012,0.7656791424820469,0.23432085751795304
1489,Rookies the Movie: Graduation,88055243,0,88055243,2009.csv,2009,0.0,1.0
1490,Dhoom 3,88031955,8031955,80000000,2013.csv,2013,0.09123908471645324,0.9087609152835467
1491,Chasing the Dragon,87965942,456854,87509088,2017.csv,2017,0.005193532742478902,0.9948064672575211
1492,Deliver Us from Evil,87937815,30577122,57360693,2014.csv,2014,0.3477130060600209,0.652286993939979
1493,The Illusionist,87892388,39868642,48023746,2006.csv,2006,0.45360745005585695,0.5463925499441431
1494,State of Play,87812371,37017955,50794416,2009.csv,2009,0.42155740220247556,0.5784425977975245
1495,Serial (Bad) Weddings 2,87761857,0,87761857,2019.csv,2019,0.0,1.0
1496,Gosford Park,87754044,41308615,46445429,2001.csv,2001,0.47073175339930773,0.5292682466006923
1497,Ali,87713825,58203105,29510720,2001.csv,2001,0.6635567996265127,0.3364432003734873
1498,RV,87528173,71726025,15802148,2006.csv,2006,0.819462151917646,0.180537848082354
1499,Tiger Zinda Hai,87320000,5560921,81759079,2017.csv,2017,0.06368439074667888,0.9363156092533211
1500,Pain & Gain,87305549,49875291,37430258,2013.csv,2013,0.5712728637672274,0.42872713623277253
1501,Sultan,87280000,6200000,81080000,2016.csv,2016,0.07103574702108158,0.9289642529789184
1502,Epic Movie,87238158,39739367,47498791,2007.csv,2007,0.4555273507723535,0.5444726492276465
1503,A Million Ways to Die in the West,87189756,43139300,44050456,2014.csv,2014,0.49477486781818725,0.5052251321818128
1504,Old School,87135520,75585093,11550427,2003.csv,2003,0.8674429555249111,0.13255704447508893
1505,The Shaggy Dog,87134280,61123569,26010711,2006.csv,2006,0.701487049643378,0.298512950356622
1506,The Thieves,87126367,685839,86440528,2012.csv,2012,0.007871773191231536,0.9921282268087684
1507,About Time,87100449,15322921,71777528,2013.csv,2013,0.17592241114623874,0.8240775888537613
1508,American Dreams in China,87097067,0,87097067,2013.csv,2013,0.0,1.0
1509,Max Payne,87066930,40689393,46377537,2008.csv,2008,0.46733464703533245,0.5326653529646675
1510,The Kingdom,87019158,47536778,39482380,2007.csv,2007,0.5462794526235246,0.45372054737647544
1511,The Tale of Despereaux,86957280,50877145,36080135,2008.csv,2008,0.5850820655843881,0.4149179344156119
1512,"Hello, Mrs. Money",86874070,0,86874070,2018.csv,2018,0.0,1.0
1513,Dinner for Schmucks,86855739,73026337,13829402,2010.csv,2010,0.8407773376955552,0.15922266230444485
1514,Snowpiercer,86758912,4563650,82195262,2013.csv,2013,0.052601512568530136,0.9473984874314698
1515,The Lincoln Lawyer,86752352,58009200,28743152,2011.csv,2011,0.6686758187259292,0.3313241812740708
1516,Robin Hood,86489031,30824628,55664403,2018.csv,2018,0.35639927564918605,0.643600724350814
1517,Tears of the Sun,86468162,43734876,42733286,2003.csv,2003,0.5057916693082941,0.49420833069170594
